recency,frequency,monetary,r_quartile,f_quartile,m_quartile,RFM_Score,RFM_Score_num,RFM_Level,cluster_labels
304,22,990,2,3,1,231,6,Middle,2
298,23,474,1,3,2,132,6,Middle,2
298,53,928,1,1,1,111,3,Top,0
365,17,394,4,3,2,432,9,Middle,3
309,41,1177,2,2,1,221,5,Top,0
320,44,402,3,2,2,322,7,Middle,2
368,11,300,4,4,3,443,11,Low,3
289,89,3646,1,1,1,111,3,Top,0
366,15,300,4,3,3,433,10,Low,3
301,57,2728,2,1,1,211,4,Top,0
368,18,391,4,3,2,432,9,Middle,3
308,41,1186,2,2,1,221,5,Top,0
302,68,1592,2,1,1,211,4,Top,0
326,76,1583,3,1,1,311,5,Top,0
358,19,290,3,3,3,333,9,Middle,3
305,32,453,2,2,2,222,6,Middle,2
364,7,175,4,4,4,444,12,Low,1
301,10,136,2,4,4,244,10,Low,2
289,52,888,1,1,1,111,3,Top,0
336,3,83,3,4,4,344,11,Low,1
324,26,110,3,2,4,324,9,Middle,3
289,13,220,1,3,3,133,7,Middle,2
320,10,153,3,4,4,344,11,Low,1
367,1,102,4,4,4,444,12,Low,1
324,75,1743,3,1,1,311,5,Top,0
297,34,687,1,2,2,122,5,Top,2
372,18,303,4,3,3,433,10,Low,3
317,57,1048,2,1,1,211,4,Top,0
333,12,682,3,3,2,332,8,Middle,3
332,13,302,3,3,3,333,9,Middle,3
322,50,1008,3,1,1,311,5,Top,0
359,1,80,4,4,4,444,12,Low,1
291,154,1139,1,1,1,111,3,Top,0
373,9,172,4,4,4,444,12,Low,3
320,34,376,3,2,3,323,8,Middle,2
323,22,115,3,3,4,334,10,Low,2
305,26,219,2,2,3,223,7,Middle,2
317,28,114,2,2,4,224,8,Middle,2
304,119,1716,2,1,1,211,4,Top,0
302,35,516,2,2,2,222,6,Middle,2
313,78,622,2,1,2,212,5,Top,0
319,117,1010,3,1,1,311,5,Top,0
334,12,136,3,3,4,334,10,Low,1
372,12,100,4,3,4,434,11,Low,1
301,17,1861,2,3,1,231,6,Middle,0
290,255,2647,1,1,1,111,3,Top,0
368,33,217,4,2,3,423,9,Middle,3
365,10,16,4,4,4,444,12,Low,1
297,27,1836,1,2,1,121,4,Top,0
364,112,1271,4,1,1,411,6,Middle,3
288,11,188,1,4,4,144,9,Middle,2
292,77,1687,1,1,1,111,3,Top,0
290,697,5214,1,1,1,111,3,Top,0
303,37,205,2,2,4,224,8,Middle,2
310,13,213,2,3,3,233,8,Middle,2
305,15,345,2,3,3,233,8,Middle,2
372,297,5391,4,1,1,411,6,Middle,0
372,17,208,4,3,3,433,10,Low,3
296,8,2127,1,4,1,141,6,Middle,2
304,37,2108,2,2,1,221,5,Top,0
304,25,148,2,2,4,224,8,Middle,2
368,58,252,4,1,3,413,8,Middle,3
319,8,241,3,4,3,343,10,Low,2
323,11,330,3,4,3,343,10,Low,2
310,48,890,2,2,1,221,5,Top,0
288,95,2331,1,1,1,111,3,Top,0
288,1,25,1,4,4,144,9,Middle,1
368,16,214,4,3,3,433,10,Low,3
366,1,326,4,4,3,443,11,Low,1
373,9,215,4,4,3,443,11,Low,3
364,26,458,4,2,2,422,8,Middle,3
304,8,133,2,4,4,244,10,Low,2
311,93,602,2,1,2,212,5,Top,0
317,18,122,2,3,4,234,9,Middle,2
322,12,101,3,3,4,334,10,Low,1
322,94,602,3,1,2,312,6,Middle,0
312,115,609,2,1,2,212,5,Top,0
367,72,434,4,1,2,412,7,Middle,3
352,28,394,3,2,2,322,7,Middle,3
373,58,243,4,1,3,413,8,Middle,3
310,38,311,2,2,3,223,7,Middle,2
355,31,218,3,2,3,323,8,Middle,3
362,29,110,4,2,4,424,10,Low,3
315,105,895,2,1,1,211,4,Top,0
301,3,502,2,4,2,242,8,Middle,2
372,1,244,4,4,3,443,11,Low,1
308,2,196,2,4,4,244,10,Low,1
298,22,2693,1,3,1,131,5,Top,0
302,5,1045,2,4,1,241,7,Middle,2
289,4,2178,1,4,1,141,6,Middle,2
365,39,263,4,2,3,423,9,Middle,3
358,9,409,3,4,2,342,9,Middle,3
295,143,709,1,1,2,112,4,Top,0
296,92,610,1,1,2,112,4,Top,0
372,35,261,4,2,3,423,9,Middle,3
315,92,746,2,1,2,212,5,Top,0
371,48,123,4,2,4,424,10,Low,3
373,85,277,4,1,3,413,8,Middle,3
361,7,125,4,4,4,444,12,Low,1
310,89,1379,2,1,1,211,4,Top,0
372,65,353,4,1,3,413,8,Middle,3
365,12,300,4,3,3,433,10,Low,3
359,15,295,4,3,3,433,10,Low,3
326,13,64,3,3,4,334,10,Low,1
353,12,316,3,3,3,333,9,Middle,3
290,44,307,1,2,3,123,6,Middle,2
366,38,190,4,2,4,424,10,Low,3
362,40,169,4,2,4,424,10,Low,3
318,12,130,2,3,4,234,9,Middle,1
373,28,102,4,2,4,424,10,Low,3
315,40,324,2,2,3,223,7,Middle,2
310,1,165,2,4,4,244,10,Low,1
334,5,73,3,4,4,344,11,Low,1
322,8,39,3,4,4,344,11,Low,1
289,179,1557,1,1,1,111,3,Top,0
366,66,316,4,1,3,413,8,Middle,3
360,6,74,4,4,4,444,12,Low,1
359,5,74,4,4,4,444,12,Low,1
291,113,2394,1,1,1,111,3,Top,0
288,19,363,1,3,3,133,7,Middle,2
290,13,817,1,3,1,131,5,Top,2
337,5,169,3,4,4,344,11,Low,1
288,44,750,1,2,2,122,5,Top,0
289,1,101,1,4,4,144,9,Middle,1
327,76,297,3,1,3,313,7,Middle,3
365,14,258,4,3,3,433,10,Low,3
373,13,489,4,3,2,432,9,Middle,3
303,34,610,2,2,2,222,6,Middle,2
318,63,711,2,1,2,212,5,Top,0
330,29,689,3,2,2,322,7,Middle,3
290,1,3202,1,4,1,141,6,Middle,2
330,21,3111,3,3,1,331,7,Middle,0
297,23,1117,1,3,1,131,5,Top,2
291,16,504,1,3,2,132,6,Middle,2
312,21,580,2,3,2,232,7,Middle,2
339,16,657,3,3,2,332,8,Middle,3
305,24,38370,2,2,1,221,5,Top,0
329,39,430,3,2,2,322,7,Middle,3
303,78,1213,2,1,1,211,4,Top,0
368,1,76,4,4,4,444,12,Low,1
290,28,220,1,2,3,123,6,Middle,2
295,196,827,1,1,1,111,3,Top,0
301,323,1277,2,1,1,211,4,Top,0
367,30,181,4,2,4,424,10,Low,3
295,125,732,1,1,2,112,4,Top,0
319,18,288,3,3,3,333,9,Middle,2
295,8,152,1,4,4,144,9,Middle,2
318,10,660,2,4,2,242,8,Middle,2
312,42,609,2,2,2,222,6,Middle,0
289,17,312,1,3,3,133,7,Middle,2
291,8,113,1,4,4,144,9,Middle,2
369,55,206,4,1,3,413,8,Middle,3
301,23,530,2,3,2,232,7,Middle,2
319,15,301,3,3,3,333,9,Middle,2
302,66,644,2,1,2,212,5,Top,0
333,15,240,3,3,3,333,9,Middle,3
289,59,1978,1,1,1,111,3,Top,0
358,30,476,3,2,2,322,7,Middle,3
309,35,633,2,2,2,222,6,Middle,2
326,35,622,3,2,2,322,7,Middle,3
290,16,426,1,3,2,132,6,Middle,2
330,9,171,3,4,4,344,11,Low,1
290,78,450,1,1,2,112,4,Top,0
288,36,907,1,2,1,121,4,Top,0
311,23,485,2,3,2,232,7,Middle,2
326,43,248,3,2,3,323,8,Middle,3
296,30,484,1,2,2,122,5,Top,2
322,54,1156,3,1,1,311,5,Top,0
305,24,468,2,2,2,222,6,Middle,2
337,21,417,3,3,2,332,8,Middle,3
294,22,1372,1,3,1,131,5,Top,0
302,18,464,2,3,2,232,7,Middle,2
288,10,291,1,4,3,143,8,Middle,2
325,1,440,3,4,2,342,9,Middle,1
312,52,918,2,1,1,211,4,Top,0
312,55,804,2,1,1,211,4,Top,0
310,21,349,2,3,3,233,8,Middle,2
290,16,363,1,3,3,133,7,Middle,2
366,7,376,4,4,3,443,11,Low,3
334,37,787,3,2,1,321,6,Middle,3
366,7,168,4,4,4,444,12,Low,1
320,102,215,3,1,3,313,7,Middle,3
